Kawhi Leonard,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,
 ,6.833333,7.583333,15.783333,21.783333,23.971667,27.500000,31.983333,41.900000,
Paul George,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,2.116667,17.000000,26.366667,43.966667,44.150000,
Steven Adams,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,
 ,1.516667,3.633333,4.866667,12.316667,12.350000,12.483333,23.400000,25.250000,34.500000,37.233333,
Montrezl Harrell,1.000000,2.000000,3.000000,
 ,18.450000,38.666667,40.916667,
Danilo Gallinari,1.000000,2.000000,3.000000,4.000000,
 ,2.250000,9.600000,25.600000,44.300000,
Lou Williams,1.000000,2.000000,
 ,9.800000,35.998333,
Chris Paul,1.000000,2.000000,
 ,27.733333,29.366667,
Shai Gilgeous-Alexander,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,7.016667,8.300000,18.516667,24.300000,29.816667,41.000000,
Dennis Schroder,1.000000,2.000000,
 ,22.683333,36.550000,
Reggie Jackson,1.000000,2.000000,
 ,13.383333,23.725000,
Landry Shamet,1.000000,
 ,14.383333,
Patrick Beverley,1.000000,2.000000,
 ,0.483333,25.050000,
Ivica Zubac,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,0.916667,4.683333,25.433333,28.216667,29.583333,
JaMychal Green,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,11.943333,16.116667,34.316667,36.400000,36.716667,42.850000,
Nerlens Noel,1.000000,2.000000,3.000000,
 ,17.283333,19.100000,42.550000,
Mike Muscala,1.000000,
 ,46.783333,
Terrance Ferguson,1.000000,
 ,18.883333,
