Kawhi Leonard,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,
 ,1.666667,3.183333,5.983333,8.433333,19.550000,22.583333,23.713333,23.981667,
Paul George,1.000000,2.000000,3.000000,4.000000,
 ,0.416667,14.850000,29.150000,39.850000,
Montrezl Harrell,1.000000,2.000000,3.000000,
 ,9.283333,36.416667,39.350000,
Jonas Valanciunas,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,3.266667,5.633333,14.066667,26.766667,36.400000,37.100000,38.300000,
Lou Williams,1.000000,2.000000,3.000000,4.000000,
 ,11.860000,14.316667,31.400000,40.183333,
Reggie Jackson,1.000000,2.000000,3.000000,
 ,37.783333,37.950000,41.350000,
Josh Jackson,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,10.083333,11.961667,21.100000,23.825000,31.100000,
Landry Shamet,1.000000,2.000000,3.000000,
 ,13.750000,35.526667,36.866667,
Patrick Beverley,1.000000,2.000000,3.000000,
 ,17.566667,18.633333,25.600000,
Ivica Zubac,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,
 ,3.483333,4.716667,5.250000,5.616667,7.016667,21.233333,22.300000,22.300000,22.366667,26.933333,
Brandon Clarke,1.000000,
 ,0.200000,
Dillon Brooks,1.000000,2.000000,
 ,27.183333,33.366667,
JaMychal Green,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,
 ,10.316667,16.616667,33.250000,35.853333,37.216667,38.900000,40.883333,43.300000,45.000000,
Kyle Anderson,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,
 ,1.316667,3.683333,16.000000,17.866667,25.866667,27.616667,29.316667,40.000000,
Gorgui Dieng,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,
 ,4.866667,7.250000,10.266667,18.283333,22.766667,33.500000,33.966667,43.050000,45.133333,46.600000,
Jordan Bell,1.000000,2.000000,
 ,41.966667,42.683333,
De'Anthony Melton,1.000000,
 ,9.733333,
