Kawhi Leonard,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,1.716667,7.116667,8.233333,24.633333,24.850000,45.733333,
Paul George,1.000000,2.000000,3.000000,4.000000,
 ,1.350000,1.933333,18.933333,27.166667,
Tobias Harris,1.000000,2.000000,3.000000,4.000000,
 ,9.800000,20.150000,28.266667,34.816667,
Montrezl Harrell,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,
 ,10.216667,10.466667,12.750000,13.833333,32.933333,34.183333,38.933333,41.183333,46.683333,
Lou Williams,1.000000,2.000000,
 ,9.700000,34.850000,
Josh Richardson,1.000000,
 ,3.616667,
Al Horford,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,
 ,1.200000,6.150000,6.300000,13.666667,25.633333,25.866667,40.000000,40.400000,
Reggie Jackson,1.000000,2.000000,3.000000,4.000000,
 ,11.120000,23.975000,31.816667,34.466667,
Patrick Beverley,1.000000,2.000000,3.000000,4.000000,
 ,1.633333,45.466667,47.058333,47.921667,
Ivica Zubac,1.000000,2.000000,3.000000,
 ,7.283333,27.450000,30.100000,
JaMychal Green,1.000000,2.000000,3.000000,
 ,33.216667,36.350000,40.616667,
Alec Burks,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,20.416667,23.273333,32.983333,38.583333,39.183333,44.150000,
Kyle O'Quinn,1.000000,2.000000,3.000000,
 ,10.500000,12.650000,12.716667,
Matisse Thybulle,1.000000,
 ,27.316667,
