Kawhi Leonard,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,2.316667,4.700000,7.783333,10.966667,22.716667,30.100000,44.516667,
Paul George,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,14.600000,26.333333,35.993333,46.000000,46.250000,
Jimmy Butler,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,1.116667,2.466667,5.950000,23.695000,30.850000,
Bam Adebayo,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,
 ,10.300000,15.483333,24.950000,28.000000,29.716667,35.158333,35.503333,35.761667,37.633333,38.033333,38.466667,
Montrezl Harrell,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,10.233333,10.266667,16.300000,18.016667,20.000000,33.733333,46.466667,
Lou Williams,1.000000,2.000000,3.000000,4.000000,
 ,13.850000,14.300000,37.416667,40.500000,
Kelly Olynyk,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,5.466667,8.366667,19.783333,24.716667,25.166667,30.733333,31.816667,
Goran Dragic,1.000000,2.000000,3.000000,4.000000,
 ,6.750000,15.083333,37.533333,43.183333,
Landry Shamet,1.000000,
 ,34.316667,
Patrick Beverley,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,6.066667,8.150000,8.933333,18.366667,26.150000,
Ivica Zubac,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,
 ,0.683333,1.883333,5.633333,6.933333,8.783333,20.400000,22.400000,25.166667,
JaMychal Green,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,35.000000,36.483333,37.283333,37.816667,39.383333,
Maurice Harkless,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,5.166667,6.533333,21.916667,24.833333,26.633333,27.550000,29.416667,
